loan_id,origination_date,grade,region,product_type,ead,pd,lgd,loan_int_rate,loan_status,loan_percent_income,person_age,person_income,person_emp_length,cb_person_cred_hist_length,prior_default
LN015205,2021-05-25,B,MORTGAGE,DEBTCONSOLIDATION,10000.0,0.144682,0.270047,10.38,1,0.09,23,113000,6.0,3,0
LN015206,2023-05-26,D,RENT,MEDICAL,15000.0,0.615532,0.541051,14.61,1,0.31,22,49000,3.0,3,0
LN015207,2022-08-29,C,MORTGAGE,VENTURE,15000.0,0.273763,0.403218,13.85,0,0.12,26,125000,10.0,3,1
LN015208,2022-04-14,C,MORTGAGE,DEBTCONSOLIDATION,20000.0,0.201564,0.399103,13.11,0,0.16,26,125000,2.0,2,0
LN015209,2021-07-08,B,MORTGAGE,PERSONAL,10000.0,0.156304,0.29701,10.99,0,0.08,24,125000,8.0,3,0
LN015210,2023-12-21,B,OWN,VENTURE,6400.0,0.176419,0.294261,8.88,0,0.27,24,24000,4.0,4,0
LN015211,2021-02-17,C,RENT,VENTURE,15000.0,0.225982,0.411009,12.84,0,0.27,22,55000,1.0,3,0
LN015212,2023-01-27,A,MORTGAGE,PERSONAL,10000.0,0.077245,0.221894,7.51,0,0.08,21,125000,0.0,2,0
LN015213,2023-03-25,A,RENT,PERSONAL,15000.0,0.117553,0.207352,7.49,0,0.27,24,55000,2.0,2,0
LN015214,2023-04-09,A,OWN,VENTURE,1500.0,0.084297,0.206114,6.91,0,0.06,22,24000,4.0,4,0
LN015215,2022-02-17,E,RENT,DEBTCONSOLIDATION,15000.0,0.746022,0.632626,18.39,1,0.3,24,49200,8.0,4,1
LN015216,2021-03-04,C,OWN,MEDICAL,5000.0,0.217646,0.394419,13.35,0,0.21,22,24000,0.0,4,0
LN015217,2023-05-17,B,MORTGAGE,HOMEIMPROVEMENT,7400.0,0.138379,0.314426,12.53,0,0.06,26,125000,5.0,2,0
LN015218,2023-01-04,B,RENT,EDUCATION,15000.0,0.174364,0.31242,10.74,0,0.27,25,55315,3.0,2,0
LN015219,2022-02-22,E,RENT,MEDICAL,15000.0,0.665262,0.638813,15.68,1,0.3,24,49700,3.0,4,0
LN015220,2021-12-06,F,MORTGAGE,MEDICAL,15000.0,0.695804,0.750514,19.13,1,0.13,23,96050,0.0,2,0
LN015221,2024-02-04,C,OWN,PERSONAL,3000.0,0.194197,0.393322,13.61,0,0.13,22,24000,2.0,2,0
LN015222,2021-11-26,A,MORTGAGE,HOMEIMPROVEMENT,16000.0,0.092029,0.221738,8.94,0,0.13,26,125000,6.0,4,0
LN015223,2024-06-14,D,MORTGAGE,PERSONAL,25000.0,0.667192,0.528463,15.31,0,0.2,22,125000,0.0,2,1
LN015224,2021-10-07,G,MORTGAGE,VENTURE,19750.0,0.972697,0.800879,21.21,1,0.17,23,113000,0.0,4,0
LN015225,2023-04-30,C,OWN,MEDICAL,4750.0,0.288841,0.402446,13.48,0,0.2,22,24000,4.0,4,1
LN015226,2022-01-22,D,RENT,HOMEIMPROVEMENT,15000.0,0.690114,0.541589,15.7,1,0.3,21,50000,0.0,3,1
LN015227,2023-11-18,C,RENT,DEBTCONSOLIDATION,15000.0,0.224014,0.418063,12.87,0,0.27,24,56000,1.0,2,0
LN015228,2023-08-04,A,MORTGAGE,MEDICAL,8000.0,0.079463,0.223965,9.63,0,0.06,25,125000,6.0,2,0
LN015229,2023-01-07,D,MORTGAGE,HOMEIMPROVEMENT,14000.0,0.5708,0.533323,14.42,0,0.11,25,125000,1.0,4,0
LN015230,2023-08-03,A,OTHER,VENTURE,7500.0,0.079225,0.221484,8.0,0,0.06,23,125000,4.0,4,0
LN015231,2023-02-10,B,MORTGAGE,VENTURE,10000.0,0.142944,0.329261,10.99,0,0.08,22,125000,6.0,2,0
LN015232,2022-11-04,C,MORTGAGE,HOMEIMPROVEMENT,12000.0,0.265775,0.412129,13.48,0,0.1,25,125000,5.0,3,1
LN015233,2022-12-29,A,MORTGAGE,MEDICAL,9600.0,0.078584,0.204582,5.79,0,0.08,26,125000,4.0,2,0
LN015234,2021-09-14,B,OWN,EDUCATION,7000.0,0.178782,0.298264,11.86,0,0.29,23,24000,5.0,4,0
LN015235,2022-01-16,C,RENT,EDUCATION,15000.0,0.223583,0.409521,13.85,0,0.26,25,57000,0.0,4,0
LN015236,2022-05-05,B,OWN,EDUCATION,6000.0,0.17377,0.324685,11.49,0,0.25,22,24000,3.0,4,0
LN015237,2023-09-01,A,MORTGAGE,EDUCATION,30000.0,0.118884,0.23048,7.9,0,0.24,22,125004,6.0,2,0
LN015238,2022-10-11,B,OWN,VENTURE,5000.0,0.165604,0.298504,10.38,0,0.21,23,24000,4.0,4,0
LN015239,2024-06-04,A,MORTGAGE,HOMEIMPROVEMENT,15000.0,0.080846,0.218874,7.88,0,0.12,25,125004,0.0,3,0
LN015240,2024-05-09,D,OTHER,VENTURE,10000.0,0.583853,0.552767,14.74,0,0.08,22,125004,6.0,2,0
LN015241,2022-12-17,B,MORTGAGE,MEDICAL,9000.0,0.144868,0.297262,10.99,0,0.07,22,125555,2.0,4,0
LN015242,2022-02-19,A,MORTGAGE,EDUCATION,15000.0,0.088551,0.192011,7.9,0,0.12,25,126000,9.0,3,0
LN015243,2023-02-13,B,MORTGAGE,VENTURE,10200.0,0.145761,0.3143,10.99,0,0.08,25,126000,9.0,4,0
LN015244,2023-05-21,C,MORTGAGE,MEDICAL,11800.0,0.270415,0.427366,13.48,0,0.09,24,126000,7.0,2,1
LN015245,2021-04-26,D,MORTGAGE,EDUCATION,3600.0,0.573178,0.555199,15.99,0,0.03,22,126000,6.0,3,0
LN015246,2023-05-25,B,MORTGAGE,HOMEIMPROVEMENT,6000.0,0.13729,0.294388,10.0,1,0.05,26,114000,4.0,2,0
LN015247,2022-11-16,A,MORTGAGE,DEBTCONSOLIDATION,6000.0,0.081438,0.230527,6.92,0,0.05,25,126000,4.0,3,0
LN015248,2021-04-10,D,RENT,DEBTCONSOLIDATION,15000.0,0.599876,0.551344,16.77,1,0.28,24,53000,1.0,2,0
LN015249,2023-05-07,A,MORTGAGE,PERSONAL,11000.0,0.078728,0.191346,7.14,0,0.09,26,126000,3.0,4,0
LN015250,2021-06-29,A,OWN,EDUCATION,7000.0,0.113972,0.184619,7.14,0,0.29,23,24000,0.0,3,0
LN015251,2021-04-29,B,MORTGAGE,EDUCATION,24000.0,0.162587,0.300982,11.36,0,0.19,22,126000,6.0,4,0
LN015252,2023-09-09,B,OWN,MEDICAL,2500.0,0.144471,0.310692,11.83,0,0.1,26,24000,0.0,4,0
LN015253,2024-02-02,C,MORTGAGE,HOMEIMPROVEMENT,7500.0,0.189706,0.411361,13.92,0,0.06,26,126000,4.0,3,0
LN015254,2024-05-09,B,RENT,MEDICAL,15000.0,0.174236,0.333863,10.99,0,0.25,23,59880,0.0,4,0
LN015255,2021-03-26,B,MORTGAGE,EDUCATION,2000.0,0.139766,0.31002,10.99,0,0.02,25,126500,2.0,2,0
LN015256,2023-01-21,B,RENT,MEDICAL,15000.0,0.171495,0.292243,11.71,0,0.25,22,60000,0.0,4,0
LN015257,2022-05-03,D,MORTGAGE,MEDICAL,6950.0,0.575102,0.500625,13.67,1,0.06,23,97583,7.0,2,0
LN015258,2022-08-12,B,OWN,EDUCATION,11000.0,0.148139,0.303525,10.0,0,0.09,23,126996,2.0,2,0
LN015259,2021-05-28,B,MORTGAGE,PERSONAL,6000.0,0.137066,0.314474,9.91,0,0.05,25,127000,9.0,2,0
LN015260,2021-03-15,A,MORTGAGE,EDUCATION,6000.0,0.071945,0.229637,5.42,0,0.05,26,127000,10.0,3,0
LN015261,2024-04-23,C,MORTGAGE,DEBTCONSOLIDATION,4900.0,0.263666,0.410884,13.48,0,0.04,26,127000,5.0,3,1
LN015262,2024-05-23,E,MORTGAGE,MEDICAL,24000.0,0.731426,0.67539,17.39,1,0.21,24,97750,0.0,3,1
LN015263,2022-12-29,E,OWN,MEDICAL,20000.0,0.724274,0.629176,17.39,1,0.17,25,97750,9.0,3,1
LN015264,2022-10-13,D,MORTGAGE,DEBTCONSOLIDATION,12000.0,0.565876,0.535041,15.05,1,0.1,24,115000,3.0,4,0
LN015265,2023-10-06,A,MORTGAGE,HOMEIMPROVEMENT,10000.0,0.081137,0.194824,7.51,0,0.08,26,127500,7.0,3,0
LN015266,2023-09-25,A,MORTGAGE,MEDICAL,15000.0,0.092772,0.221842,7.49,0,0.12,22,127500,2.0,4,0
LN015267,2021-08-07,C,RENT,MEDICAL,15000.0,0.225377,0.401564,15.27,1,0.28,23,54000,7.0,2,0
LN015268,2022-12-28,D,OWN,MEDICAL,24250.0,0.675608,0.547266,15.31,0,0.19,26,127500,9.0,4,1
LN015269,2024-06-14,A,MORTGAGE,DEBTCONSOLIDATION,12000.0,0.084594,0.192893,7.88,0,0.09,25,127741,9.0,2,0
LN015270,2021-09-04,C,MORTGAGE,MEDICAL,26000.0,0.282749,0.442327,13.99,0,0.2,26,127992,10.0,3,1
LN015271,2023-12-09,A,MORTGAGE,DEBTCONSOLIDATION,35000.0,0.11265,0.209986,8.9,0,0.27,26,128000,8.0,3,0
LN015272,2023-06-18,A,MORTGAGE,EDUCATION,12000.0,0.079774,0.209789,6.03,0,0.09,24,128000,4.0,3,0
LN015273,2023-09-12,A,RENT,DEBTCONSOLIDATION,15000.0,0.110121,0.177288,6.03,0,0.25,26,60000,7.0,3,0
LN015274,2021-05-19,A,MORTGAGE,EDUCATION,6000.0,0.084182,0.187538,7.49,0,0.05,23,128000,7.0,2,0
LN015275,2022-08-10,C,MORTGAGE,EDUCATION,4800.0,0.269343,0.400359,12.99,0,0.04,23,128000,4.0,2,1
LN015276,2023-08-09,C,MORTGAGE,VENTURE,5000.0,0.252619,0.426678,13.48,1,0.04,26,116000,5.0,3,1
LN015277,2021-02-06,A,MORTGAGE,VENTURE,21600.0,0.087036,0.217526,6.91,0,0.17,22,128000,6.0,4,0
LN015278,2022-10-30,C,MORTGAGE,VENTURE,3000.0,0.256363,0.435161,14.72,0,0.02,23,128000,7.0,4,1
LN015279,2022-06-16,A,MORTGAGE,DEBTCONSOLIDATION,30000.0,0.106477,0.186514,7.29,0,0.23,22,128474,6.0,2,0
LN015280,2022-09-19,C,MORTGAGE,HOMEIMPROVEMENT,15000.0,0.272502,0.417723,12.53,0,0.12,25,128500,1.0,3,1
LN015281,2023-11-12,A,MORTGAGE,PERSONAL,28000.0,0.105016,0.203202,7.9,0,0.22,25,128600,9.0,3,0
LN015282,2022-07-24,B,RENT,EDUCATION,15000.0,0.168005,0.294718,11.71,0,0.25,22,60000,0.0,3,0
LN015283,2022-09-16,A,OWN,PERSONAL,13500.0,0.082971,0.193622,5.42,0,0.1,23,129600,7.0,2,0
LN015284,2022-12-16,B,MORTGAGE,PERSONAL,3000.0,0.146381,0.302733,11.12,0,0.02,25,129600,0.0,3,0
LN015285,2021-02-03,B,MORTGAGE,VENTURE,30000.0,0.162524,0.314356,11.11,0,0.23,23,129996,2.0,4,0
LN015286,2024-06-11,B,MORTGAGE,VENTURE,7500.0,0.13547,0.324282,11.86,0,0.06,25,129996,9.0,3,0
LN015287,2024-04-16,C,RENT,HOMEIMPROVEMENT,15000.0,0.217299,0.423776,13.99,0,0.25,24,60000,6.0,4,0
LN015288,2023-12-07,B,RENT,EDUCATION,15000.0,0.181759,0.311859,10.59,0,0.25,22,60000,5.0,3,0
LN015289,2023-06-18,C,RENT,DEBTCONSOLIDATION,15000.0,0.225799,0.439306,12.99,0,0.25,25,60000,5.0,4,0
LN015290,2023-07-15,C,MORTGAGE,PERSONAL,3000.0,0.190117,0.424416,13.49,0,0.02,22,130000,6.0,2,0
LN015291,2023-03-02,B,RENT,DEBTCONSOLIDATION,15000.0,0.16915,0.301232,11.11,0,0.25,23,60000,0.0,2,0
LN015292,2023-01-11,D,MORTGAGE,PERSONAL,3000.0,0.654934,0.559037,17.58,0,0.02,26,130000,10.0,3,1
LN015293,2023-08-21,A,RENT,VENTURE,15000.0,0.107338,0.230295,6.17,0,0.25,24,60000,4.0,3,0
LN015294,2021-01-25,A,MORTGAGE,VENTURE,6000.0,0.075762,0.193425,6.62,0,0.05,24,130000,8.0,2,0
LN015295,2023-02-09,C,RENT,MEDICAL,15000.0,0.28658,0.406936,13.35,0,0.25,22,60000,6.0,3,1
LN015296,2021-07-05,A,MORTGAGE,PERSONAL,10000.0,0.080112,0.225872,6.03,0,0.08,26,130000,8.0,2,0
LN015297,2021-08-02,D,MORTGAGE,PERSONAL,35000.0,0.681351,0.548643,18.25,0,0.27,26,130000,5.0,4,1
LN015298,2024-01-02,B,MORTGAGE,DEBTCONSOLIDATION,5000.0,0.143282,0.321144,12.42,0,0.04,24,130000,3.0,2,0
LN015299,2023-12-14,A,MORTGAGE,MEDICAL,18000.0,0.076103,0.230936,7.9,0,0.14,26,130000,2.0,2,0
LN015300,2022-10-18,A,RENT,MEDICAL,15000.0,0.110449,0.191123,7.49,0,0.25,22,60000,5.0,4,0
LN015301,2024-04-29,B,MORTGAGE,HOMEIMPROVEMENT,35000.0,0.164644,0.297834,10.99,0,0.27,25,130000,9.0,3,0
LN015302,2022-07-09,D,MORTGAGE,VENTURE,6500.0,0.65594,0.56203,15.99,0,0.05,26,130000,7.0,3,1
LN015303,2022-11-15,B,MORTGAGE,DEBTCONSOLIDATION,7000.0,0.145409,0.306064,11.99,0,0.05,24,130000,8.0,3,0
LN015304,2021-01-16,C,RENT,HOMEIMPROVEMENT,15000.0,0.295907,0.385121,13.85,0,0.25,24,60000,7.0,2,1
LN015305,2022-12-20,B,RENT,DEBTCONSOLIDATION,15000.0,0.175614,0.29631,10.99,0,0.25,25,60000,7.0,3,0
LN015306,2022-06-03,A,MORTGAGE,MEDICAL,8600.0,0.07471,0.215877,5.99,0,0.07,26,130000,3.0,3,0
LN015307,2024-03-24,C,RENT,PERSONAL,15000.0,0.297662,0.436027,14.22,0,0.25,23,60000,7.0,2,1
LN015308,2021-05-15,B,RENT,DEBTCONSOLIDATION,15000.0,0.176774,0.308083,11.83,0,0.25,24,60000,8.0,3,0
LN015309,2021-03-02,B,MORTGAGE,DEBTCONSOLIDATION,6000.0,0.127329,0.309617,10.59,0,0.05,24,130000,8.0,2,0
LN015310,2022-12-03,C,MORTGAGE,HOMEIMPROVEMENT,8000.0,0.185064,0.408424,13.49,0,0.06,25,130000,3.0,4,0
LN015311,2021-11-14,B,RENT,VENTURE,15000.0,0.172687,0.320868,11.83,0,0.25,23,60000,4.0,3,0
LN015312,2021-09-26,C,MORTGAGE,EDUCATION,15000.0,0.270319,0.432858,12.87,0,0.12,23,130000,1.0,4,1
LN015313,2021-11-11,B,MORTGAGE,EDUCATION,15000.0,0.154086,0.316083,11.14,0,0.12,25,130000,9.0,3,0
LN015314,2021-07-30,A,MORTGAGE,MEDICAL,6000.0,0.07398,0.199907,5.42,0,0.05,23,130000,4.0,2,0
LN015315,2023-11-07,A,MORTGAGE,HOMEIMPROVEMENT,3000.0,0.076494,0.208192,5.42,0,0.02,25,130000,5.0,2,0
LN015316,2023-07-02,A,MORTGAGE,EDUCATION,6800.0,0.070021,0.228247,8.49,0,0.05,23,130000,4.0,3,0
LN015317,2021-09-12,C,MORTGAGE,MEDICAL,5000.0,0.274851,0.419576,14.79,0,0.04,23,130000,7.0,3,1
LN015318,2023-01-31,C,MORTGAGE,EDUCATION,14500.0,0.268069,0.425928,13.48,0,0.11,22,130000,3.0,4,1
LN015319,2022-03-17,C,RENT,EDUCATION,15000.0,0.215108,0.422595,14.26,0,0.25,22,60132,7.0,4,0
LN015320,2023-10-19,E,RENT,EDUCATION,15000.0,0.739938,0.66809,16.7,1,0.28,22,54225,0.0,4,1
LN015321,2023-02-20,B,RENT,EDUCATION,15000.0,0.175981,0.313822,10.83,0,0.25,23,60480,7.0,2,0
LN015322,2021-07-16,A,MORTGAGE,EDUCATION,5000.0,0.081337,0.195682,5.79,0,0.04,23,130000,7.0,4,0
LN015323,2021-08-14,D,MORTGAGE,MEDICAL,30000.0,0.693739,0.560707,14.91,1,0.25,24,100300,2.0,3,1
LN015324,2023-11-09,A,MORTGAGE,DEBTCONSOLIDATION,6000.0,0.08187,0.210061,5.79,0,0.05,23,130000,7.0,3,0
LN015325,2024-01-05,B,MORTGAGE,HOMEIMPROVEMENT,25000.0,0.158474,0.300864,10.74,0,0.19,24,130000,4.0,3,0
LN015326,2021-04-30,A,MORTGAGE,HOMEIMPROVEMENT,6325.0,0.076793,0.18585,6.54,0,0.05,25,130000,0.0,3,0
LN015327,2022-07-20,A,MORTGAGE,EDUCATION,18500.0,0.085636,0.213431,7.49,0,0.14,24,130000,8.0,2,0
LN015328,2022-03-29,D,RENT,DEBTCONSOLIDATION,15000.0,0.676991,0.566843,14.83,1,0.27,22,55000,0.0,4,1
LN015329,2022-03-21,B,RENT,DEBTCONSOLIDATION,15000.0,0.172999,0.269179,12.53,0,0.25,24,61100,1.0,2,0
LN015330,2023-09-17,B,MORTGAGE,MEDICAL,25000.0,0.164717,0.264134,11.12,0,0.19,23,130000,7.0,3,0
LN015331,2023-08-03,A,MORTGAGE,HOMEIMPROVEMENT,15000.0,0.080533,0.22303,7.88,0,0.12,24,130000,8.0,4,0
LN015332,2023-08-13,A,MORTGAGE,VENTURE,12000.0,0.075563,0.213583,7.51,0,0.09,25,130000,2.0,2,0
LN015333,2023-11-13,D,RENT,HOMEIMPROVEMENT,15000.0,0.68608,0.563086,18.25,0,0.24,24,61284,3.0,4,1
LN015334,2021-05-02,C,MORTGAGE,PERSONAL,13000.0,0.180168,0.406544,13.61,0,0.1,24,130000,8.0,4,0
LN015335,2023-01-27,C,MORTGAGE,VENTURE,20000.0,0.186961,0.381793,13.48,0,0.15,25,130000,5.0,2,0
LN015336,2024-06-17,B,RENT,DEBTCONSOLIDATION,15000.0,0.165035,0.29148,10.99,0,0.24,24,61800,2.0,4,0
LN015337,2023-06-16,B,MORTGAGE,MEDICAL,4000.0,0.135098,0.32736,10.99,0,0.03,26,130000,10.0,3,0
LN015338,2021-04-17,B,MORTGAGE,HOMEIMPROVEMENT,25000.0,0.162731,0.298666,11.36,0,0.19,25,130000,3.0,3,0
LN015339,2022-08-04,B,RENT,DEBTCONSOLIDATION,15000.0,0.174996,0.304116,12.69,1,0.27,23,56000,4.0,4,0
LN015340,2021-10-31,B,MORTGAGE,PERSONAL,10000.0,0.141702,0.265999,11.36,0,0.08,23,130000,2.0,3,0
LN015341,2021-08-26,B,MORTGAGE,EDUCATION,20000.0,0.158565,0.275413,10.62,0,0.15,23,130000,7.0,4,0
LN015342,2023-07-28,E,RENT,MEDICAL,15000.0,0.654743,0.660653,16.0,1,0.27,21,56000,5.0,2,0
LN015343,2021-09-27,A,RENT,VENTURE,15000.0,0.111475,0.205269,7.29,0,0.24,21,62004,0.0,4,0
LN015344,2024-01-29,B,MORTGAGE,DEBTCONSOLIDATION,25000.0,0.168357,0.324988,12.53,0,0.19,24,130000,5.0,3,0
LN015345,2021-07-03,C,MORTGAGE,HOMEIMPROVEMENT,15000.0,0.269022,0.405735,14.26,0,0.12,24,130000,0.0,4,1
LN015346,2021-03-18,B,MORTGAGE,VENTURE,24250.0,0.164485,0.286703,12.18,0,0.19,22,130000,3.0,4,0
LN015347,2023-01-06,A,RENT,EDUCATION,15000.0,0.106391,0.211846,8.94,0,0.24,25,62280,3.0,4,0
LN015348,2021-06-27,B,MORTGAGE,PERSONAL,25000.0,0.16542,0.298726,11.83,0,0.19,24,130000,3.0,3,0
LN015349,2021-07-09,D,OWN,VENTURE,22600.0,0.656643,0.527344,14.96,0,0.17,23,130000,7.0,2,1
LN015350,2023-08-05,B,OWN,VENTURE,22800.0,0.150572,0.291855,10.99,0,0.18,24,130000,8.0,3,0
LN015351,2023-06-05,A,OWN,MEDICAL,9000.0,0.135644,0.201936,5.99,0,0.39,22,22800,1.0,2,0
LN015352,2024-04-16,B,MORTGAGE,MEDICAL,25000.0,0.156355,0.299946,11.83,0,0.19,22,130000,6.0,3,0
LN015353,2021-04-15,B,MORTGAGE,EDUCATION,13000.0,0.140216,0.290576,11.14,0,0.1,22,130000,2.0,3,0
LN015354,2023-09-04,D,MORTGAGE,VENTURE,19400.0,0.659402,0.571071,16.0,0,0.15,25,130000,2.0,4,1
LN015355,2024-02-18,B,RENT,EDUCATION,15000.0,0.1744,0.304669,9.45,0,0.24,24,62400,8.0,4,0
LN015356,2022-02-18,C,OWN,VENTURE,15000.0,0.269262,0.415257,13.22,0,0.12,23,130000,7.0,3,1
LN015357,2023-03-05,A,MORTGAGE,VENTURE,13000.0,0.075481,0.214762,8.94,0,0.1,22,130000,1.0,4,0
LN015358,2022-09-14,C,MORTGAGE,VENTURE,21000.0,0.197542,0.422624,13.16,0,0.16,25,130000,9.0,3,0
LN015359,2022-10-13,B,MORTGAGE,PERSONAL,15000.0,0.142954,0.315537,11.89,0,0.12,25,130000,9.0,2,0
LN015360,2023-06-18,A,MORTGAGE,EDUCATION,7000.0,0.07493,0.196486,8.0,0,0.05,26,130000,9.0,2,0
LN015361,2022-11-25,D,RENT,DEBTCONSOLIDATION,15000.0,0.594435,0.530016,18.25,1,0.26,25,58000,5.0,2,0
LN015362,2024-03-19,B,MORTGAGE,MEDICAL,1250.0,0.143147,0.269689,10.95,0,0.01,24,130000,2.0,2,0
LN015363,2023-12-15,B,MORTGAGE,PERSONAL,20000.0,0.149956,0.333199,11.58,0,0.15,24,130000,6.0,2,0
LN015364,2023-04-12,B,MORTGAGE,PERSONAL,5000.0,0.147631,0.29188,9.64,0,0.04,26,130000,3.0,2,0
LN015365,2023-05-06,A,MORTGAGE,MEDICAL,9000.0,0.072363,0.219841,7.74,0,0.07,23,130008,0.0,2,0
LN015366,2022-08-08,A,MORTGAGE,VENTURE,24000.0,0.09289,0.209191,6.54,0,0.18,23,130104,7.0,2,0
LN015367,2022-07-13,C,MORTGAGE,DEBTCONSOLIDATION,20000.0,0.286365,0.424608,12.73,0,0.15,23,130208,7.0,4,1
LN015368,2021-03-27,A,MORTGAGE,VENTURE,15000.0,0.076902,0.214792,8.94,0,0.11,22,130920,0.0,2,0
LN015369,2024-03-21,A,MORTGAGE,EDUCATION,6000.0,0.078417,0.19012,7.51,0,0.05,23,130992,6.0,3,0
LN015370,2023-12-04,B,RENT,PERSONAL,15000.0,0.162721,0.294123,12.42,0,0.23,21,65000,4.0,4,0
LN015371,2022-10-09,B,OWN,VENTURE,4750.0,0.158058,0.302179,11.86,0,0.21,26,22440,10.0,4,0
LN015372,2023-02-03,C,MORTGAGE,PERSONAL,7500.0,0.195037,0.385381,12.29,0,0.06,25,131000,1.0,3,0
LN015373,2023-02-05,A,MORTGAGE,PERSONAL,24000.0,0.096455,0.197145,7.49,0,0.18,24,131004,8.0,4,0
LN015374,2024-05-01,E,OWN,MEDICAL,1000.0,0.624868,0.627298,16.32,1,0.04,24,22320,4.0,2,0
LN015375,2021-02-06,B,OWN,MEDICAL,7500.0,0.182318,0.29955,11.12,0,0.34,23,22300,1.0,4,0
LN015376,2021-04-10,A,MORTGAGE,PERSONAL,2000.0,0.081394,0.2026,7.51,0,0.02,26,132000,3.0,3,0
LN015377,2022-08-04,C,RENT,EDUCATION,15000.0,0.303087,0.420952,14.79,1,0.25,24,59000,5.0,3,1
LN015378,2023-03-02,A,MORTGAGE,EDUCATION,10200.0,0.085347,0.224417,7.9,0,0.08,26,132000,3.0,2,0
LN015379,2021-10-25,A,MORTGAGE,PERSONAL,15000.0,0.084942,0.204321,6.99,0,0.11,23,132000,5.0,2,0
LN015380,2024-05-21,C,RENT,PERSONAL,15000.0,0.207653,0.391424,13.49,0,0.23,25,65000,4.0,2,0
LN015381,2021-09-28,D,MORTGAGE,VENTURE,14000.0,0.654066,0.519235,17.49,0,0.11,24,132000,8.0,2,1
LN015382,2024-05-02,B,RENT,MEDICAL,15000.0,0.176138,0.302395,9.99,1,0.25,25,59000,4.0,3,0
LN015383,2021-04-24,B,MORTGAGE,MEDICAL,11200.0,0.133828,0.293978,10.99,0,0.08,26,132000,10.0,4,0
LN015384,2021-01-18,D,MORTGAGE,HOMEIMPROVEMENT,8000.0,0.644894,0.53888,15.31,1,0.07,23,120000,7.0,2,1
LN015385,2021-06-17,A,RENT,HOMEIMPROVEMENT,15000.0,0.110041,0.215583,7.66,0,0.23,26,65000,5.0,4,0
LN015386,2021-01-18,A,MORTGAGE,MEDICAL,10000.0,0.08398,0.232288,7.66,0,0.08,22,132000,3.0,2,0
LN015387,2021-07-26,A,MORTGAGE,DEBTCONSOLIDATION,9600.0,0.071857,0.182347,7.14,0,0.07,23,132000,3.0,3,0
LN015388,2021-09-11,A,RENT,PERSONAL,15000.0,0.109575,0.189493,6.17,0,0.23,24,65000,5.0,2,0
LN015389,2022-09-15,E,RENT,DEBTCONSOLIDATION,15000.0,0.654677,0.644521,16.45,1,0.25,25,59000,0.0,4,0
LN015390,2022-04-05,B,MORTGAGE,HOMEIMPROVEMENT,25000.0,0.168705,0.286857,10.99,1,0.21,25,120000,4.0,2,0
LN015391,2022-12-06,B,MORTGAGE,VENTURE,12000.0,0.139627,0.281624,10.99,0,0.09,25,132000,1.0,2,0
LN015392,2023-09-22,B,RENT,VENTURE,15000.0,0.172026,0.324124,11.12,0,0.23,23,65000,7.0,3,0
LN015393,2023-06-10,C,MORTGAGE,PERSONAL,9000.0,0.271519,0.389641,11.34,0,0.07,23,132000,7.0,3,1
LN015394,2022-06-28,A,MORTGAGE,MEDICAL,28000.0,0.099843,0.194322,8.49,0,0.21,24,132132,8.0,3,0
LN015395,2023-12-23,A,RENT,MEDICAL,15000.0,0.105689,0.194298,7.88,0,0.23,23,65000,0.0,3,0
LN015396,2022-01-29,B,RENT,MEDICAL,15000.0,0.165557,0.32173,11.36,0,0.23,22,65000,0.0,3,0
LN015397,2024-03-09,B,MORTGAGE,HOMEIMPROVEMENT,12000.0,0.151058,0.300329,12.69,0,0.09,26,132500,1.0,3,0
LN015398,2022-12-28,B,RENT,MEDICAL,15000.0,0.168199,0.278736,9.88,0,0.23,24,65000,8.0,2,0
LN015399,2021-04-01,A,RENT,VENTURE,15000.0,0.10099,0.203158,8.94,0,0.23,23,65000,3.0,3,0
LN015400,2023-02-08,A,MORTGAGE,MEDICAL,28000.0,0.098021,0.213237,8.49,0,0.21,24,132652,8.0,3,0
LN015401,2022-09-01,B,MORTGAGE,HOMEIMPROVEMENT,12000.0,0.143434,0.319337,11.49,0,0.09,26,132750,8.0,4,0
LN015402,2022-09-07,B,MORTGAGE,VENTURE,5000.0,0.146567,0.316077,10.99,0,0.04,24,132996,3.0,3,0
LN015403,2022-06-15,B,MORTGAGE,HOMEIMPROVEMENT,3000.0,0.136121,0.296293,11.99,0,0.02,24,133000,8.0,4,0
LN015404,2023-06-05,A,MORTGAGE,EDUCATION,24000.0,0.104838,0.201993,7.49,0,0.18,23,133000,2.0,4,0
LN015405,2023-11-01,A,OWN,VENTURE,4000.0,0.081143,0.241143,7.4,0,0.03,24,133000,4.0,3,0
LN015406,2023-04-16,B,MORTGAGE,DEBTCONSOLIDATION,25000.0,0.163132,0.318895,10.99,0,0.19,25,133119,10.0,3,0
LN015407,2022-01-16,D,MORTGAGE,MEDICAL,11600.0,0.650014,0.536423,15.05,1,0.1,24,103044,8.0,2,1
LN015408,2023-04-15,E,RENT,EDUCATION,15000.0,0.650296,0.610853,16.32,0,0.23,25,65000,9.0,2,0
LN015409,2021-07-22,A,RENT,PERSONAL,15000.0,0.104859,0.211638,9.63,0,0.23,25,65000,0.0,4,0
LN015410,2023-06-24,C,MORTGAGE,EDUCATION,30000.0,0.296389,0.394061,13.49,0,0.22,26,134000,2.0,3,1
LN015411,2021-10-22,D,RENT,VENTURE,15000.0,0.60046,0.52938,15.58,1,0.25,25,59004,1.0,2,0
